# AngSepBCG_min[m] 	AngSepBCG_min[n] 	Radius[i](kpc/h100) 	Radius[j](kpc/h100) 	covariance(h100*M_sun/pc^2)^2 	correlation 	bias(1+K[m,i])(1+K[n,j])
0.2 	0.05 	780.386649378 	362.223395765 	0.917313822418 	0.0738456976333 	0.855517069758
0.2 	0.05 	780.386649378 	531.67123502 	2.45329837293 	0.256113609506 	0.855469872771
0.2 	0.05 	780.386649378 	780.386649378 	3.18760200411 	0.436331876306 	0.855345301872
0.2 	0.05 	780.386649378 	1145.45095242 	1.25106706747 	0.22827252947 	0.855089879734
0.2 	0.05 	780.386649378 	1681.29206906 	0.0371840177576 	0.00940681158109 	0.854925005223
0.2 	0.05 	1145.45095242 	24.6779926762 	-0.0820610386592 	-0.000857475873305 	0.855519486256
0.2 	0.05 	1145.45095242 	36.2223395765 	-0.0436186951732 	-0.000666191319398 	0.855424455011
0.2 	0.05 	1145.45095242 	53.167123502 	0.0218246049826 	0.000485397643427 	0.854697919413
0.2 	0.05 	1145.45095242 	78.0386649378 	0.0714700929378 	0.00229155994894 	0.855248346056
0.2 	0.05 	1145.45095242 	114.545095242 	0.082370487 	0.00381328866848 	0.855758563091
0.2 	0.05 	1145.45095242 	168.129206906 	0.0268272395647 	0.00173835638024 	0.855252724759
0.2 	0.05 	1145.45095242 	246.779926762 	0.00703915380342 	0.000589261178616 	0.855243901149
0.2 	0.05 	1145.45095242 	362.223395765 	-0.0429047416592 	-0.00457913778594 	0.855350429635
0.2 	0.05 	1145.45095242 	531.67123502 	0.0274657883168 	0.00380141702027 	0.855303241842
0.2 	0.05 	1145.45095242 	780.386649378 	1.1664346155 	0.211682233942 	0.855178695207
0.2 	0.05 	1145.45095242 	1145.45095242 	2.28642925597 	0.553097872449 	0.854923322821
0.2 	0.05 	1145.45095242 	1681.29206906 	0.513801743638 	0.172326816625 	0.854758480424
0.2 	0.05 	1681.29206906 	24.6779926762 	0.0380855157459 	0.000520507516632 	0.855244452877
0.2 	0.05 	1681.29206906 	36.2223395765 	-0.0534056458659 	-0.00106683126819 	0.855149452183
0.2 	0.05 	1681.29206906 	53.167123502 	0.0503221857334 	0.00146383805372 	0.854423150152
0.2 	0.05 	1681.29206906 	78.0386649378 	0.0364917383212 	0.00153032507045 	0.854973399843
0.2 	0.05 	1681.29206906 	114.545095242 	0.0660577522929 	0.00399976159617 	0.855483452853
0.2 	0.05 	1681.29206906 	168.129206906 	0.0765151619291 	0.00648474040053 	0.854977777139
0.2 	0.05 	1681.29206906 	246.779926762 	0.0593215253384 	0.00649504179332 	0.854968956366
0.2 	0.05 	1681.29206906 	362.223395765 	0.0251470616015 	0.00351032987995 	0.855075450605
0.2 	0.05 	1681.29206906 	531.67123502 	0.00602200849591 	0.00109012694668 	0.855028277981
0.2 	0.05 	1681.29206906 	780.386649378 	0.0625559995698 	0.0148482490542 	0.854903771386
0.2 	0.05 	1681.29206906 	1145.45095242 	0.574257260028 	0.181690817384 	0.854648481097
0.2 	0.05 	1681.29206906 	1681.29206906 	1.45220841532 	0.637042644525 	0.854483691694
0.2 	0.2 	24.6779926762 	24.6779926762 	2961.57841448 	1.0 	0.860065004015
0.2 	0.2 	24.6779926762 	36.2223395765 	-11.9674891897 	-0.0060454583511 	0.854629509143
0.2 	0.2 	24.6779926762 	53.167123502 	2.16641066868 	0.00161268594881 	0.858175885004
0.2 	0.2 	24.6779926762 	78.0386649378 	4.32569282394 	0.00467145129464 	0.857971502415
0.2 	0.2 	24.6779926762 	114.545095242 	-2.2994721374 	-0.0035391497713 	0.857245523532
0.2 	0.2 	24.6779926762 	168.129206906 	-1.40587501842 	-0.00302565879661 	0.857213461081
0.2 	0.2 	24.6779926762 	246.779926762 	0.244598123257 	0.000722476971003 	0.857469165303
0.2 	0.2 	24.6779926762 	362.223395765 	0.488537296989 	0.00201320852386 	0.857319520647
0.2 	0.2 	24.6779926762 	531.67123502 	-0.138042308318 	-0.00074341818605 	0.857162413865
0.2 	0.2 	24.6779926762 	780.386649378 	0.0496395105268 	0.000348049204785 	0.857162118031
0.2 	0.2 	24.6779926762 	1145.45095242 	0.05577927431 	0.000518510046312 	0.856995157481
0.2 	0.2 	24.6779926762 	1681.29206906 	-0.0764137121661 	-0.000929047413592 	0.856719649702
0.2 	0.2 	36.2223395765 	24.6779926762 	-11.9674891897 	-0.0060454583511 	0.854629509143
0.2 	0.2 	36.2223395765 	36.2223395765 	1323.1966253 	1.0 	0.849228365866
0.2 	0.2 	36.2223395765 	53.167123502 	6.40563379136 	0.00713379374221 	0.852752329109
0.2 	0.2 	36.2223395765 	78.0386649378 	2.65671752562 	0.0042923087685 	0.852549238191
0.2 	0.2 	36.2223395765 	114.545095242 	0.776444563098 	0.00178784831308 	0.851827847396
0.2 	0.2 	36.2223395765 	168.129206906 	0.427371115258 	0.00137602976776 	0.851795987576
0.2 	0.2 	36.2223395765 	246.779926762 	0.214993588342 	0.000950048599509 	0.852050075782
0.2 	0.2 	36.2223395765 	362.223395765 	0.311378189694 	0.00191967916106 	0.85190137686
0.2 	0.2 	36.2223395765 	531.67123502 	0.0837666915488 	0.000674903618571 	0.851745262972
0.2 	0.2 	36.2223395765 	780.386649378 	-0.0118289485263 	-0.000124081982311 	0.851744969007
0.2 	0.2 	36.2223395765 	1145.45095242 	0.00837724011635 	0.000116502355211 	0.851579063625
0.2 	0.2 	36.2223395765 	1681.29206906 	0.00841061924354 	0.000152983283749 	0.851305297018
0.2 	0.2 	53.167123502 	24.6779926762 	2.16641066868 	0.00161268594881 	0.858175885004
0.2 	0.2 	53.167123502 	36.2223395765 	6.40563379136 	0.00713379374221 	0.852752329109
0.2 	0.2 	53.167123502 	53.167123502 	609.338657526 	1.0 	0.856290915412
0.2 	0.2 	53.167123502 	78.0386649378 	8.45082949282 	0.0201199890821 	0.856086981747
0.2 	0.2 	53.167123502 	114.545095242 	3.74800869867 	0.0127175552356 	0.855362597464
0.2 	0.2 	53.167123502 	168.129206906 	1.48519560884 	0.00704675457437 	0.855330605438
0.2 	0.2 	53.167123502 	246.779926762 	0.827292179997 	0.005387187105 	0.85558574801
0.2 	0.2 	53.167123502 	362.223395765 	-0.116617811884 	-0.00105946881042 	0.855436432046
0.2 	0.2 	53.167123502 	531.67123502 	-0.118663740183 	-0.00140887107601 	0.855279670347
0.2 	0.2 	53.167123502 	780.386649378 	-0.125231447476 	-0.00193579252297 	0.855279375162
0.2 	0.2 	53.167123502 	1145.45095242 	0.0285946631613 	0.000586005312217 	0.855112781339
0.2 	0.2 	53.167123502 	1681.29206906 	0.043684316328 	0.00117091232138 	0.854837878708
0.2 	0.2 	78.0386649378 	24.6779926762 	4.32569282394 	0.00467145129464 	0.857971502415
0.2 	0.2 	78.0386649378 	36.2223395765 	2.65671752562 	0.0042923087685 	0.852549238191
0.2 	0.2 	78.0386649378 	53.167123502 	8.45082949282 	0.0201199890821 	0.856086981747
0.2 	0.2 	78.0386649378 	78.0386649378 	289.523930331 	1.0 	0.85588309665
0.2 	0.2 	78.0386649378 	114.545095242 	8.44311662627 	0.0415616674925 	0.855158884886
0.2 	0.2 	78.0386649378 	168.129206906 	3.98312517239 	0.0274167881976 	0.855126900479
0.2 	0.2 	78.0386649378 	246.779926762 	1.3787528383 	0.0130249688296 	0.855381982287
0.2 	0.2 	78.0386649378 	362.223395765 	0.3525509531 	0.00464656817537 	0.855232701884
0.2 	0.2 	78.0386649378 	531.67123502 	-0.021100440824 	-0.000363439295319 	0.855075977519
0.2 	0.2 	78.0386649378 	780.386649378 	0.0655578102618 	0.00147013419573 	0.855075682405
0.2 	0.2 	78.0386649378 	1145.45095242 	0.00454506494164 	0.000135127516121 	0.854909128257
0.2 	0.2 	78.0386649378 	1681.29206906 	0.0762912013138 	0.00296660974601 	0.854634291096
0.2 	0.2 	114.545095242 	24.6779926762 	-2.2994721374 	-0.0035391497713 	0.857245523532
0.2 	0.2 	114.545095242 	36.2223395765 	0.776444563098 	0.00178784831308 	0.851827847396
0.2 	0.2 	114.545095242 	53.167123502 	3.74800869867 	0.0127175552356 	0.855362597464
0.2 	0.2 	114.545095242 	78.0386649378 	8.44311662627 	0.0415616674925 	0.855158884886
0.2 	0.2 	114.545095242 	114.545095242 	142.53948449 	1.0 	0.854435285919
0.2 	0.2 	114.545095242 	168.129206906 	7.93955304263 	0.0778867025762 	0.854403328576
0.2 	0.2 	114.545095242 	246.779926762 	2.8790533173 	0.0387627537113 	0.854658194544
0.2 	0.2 	114.545095242 	362.223395765 	0.481048351385 	0.00903594943745 	0.854509040456
0.2 	0.2 	114.545095242 	531.67123502 	-0.0579994143134 	-0.00142376594942 	0.854352448705
0.2 	0.2 	114.545095242 	780.386649378 	0.17570075869 	0.00561540156011 	0.85435215384
0.2 	0.2 	114.545095242 	1145.45095242 	-0.0179868372524 	-0.000762137176784 	0.854185740623
0.2 	0.2 	114.545095242 	1681.29206906 	0.00439646184817 	0.000243648597245 	0.853911136019
0.2 	0.2 	168.129206906 	24.6779926762 	-1.40587501842 	-0.00302565879661 	0.857213461081
0.2 	0.2 	168.129206906 	36.2223395765 	0.427371115258 	0.00137602976776 	0.851795987576
0.2 	0.2 	168.129206906 	53.167123502 	1.48519560884 	0.00704675457437 	0.855330605438
0.2 	0.2 	168.129206906 	78.0386649378 	3.98312517239 	0.0274167881976 	0.855126900479
0.2 	0.2 	168.129206906 	114.545095242 	7.93955304263 	0.0778867025762 	0.854403328576
0.2 	0.2 	168.129206906 	168.129206906 	72.9004634829 	1.0 	0.854371372428
0.2 	0.2 	168.129206906 	246.779926762 	7.06914611108 	0.13308659671 	0.854626228864
0.2 	0.2 	168.129206906 	362.223395765 	0.783540259947 	0.0205801637019 	0.854477080355
0.2 	0.2 	168.129206906 	531.67123502 	0.011673642017 	0.000400704124298 	0.85432049446
0.2 	0.2 	168.129206906 	780.386649378 	0.295328769893 	0.0131982206635 	0.854320199607
0.2 	0.2 	168.129206906 	1145.45095242 	-0.0417081642939 	-0.00247116568437 	0.854153792614
0.2 	0.2 	168.129206906 	1681.29206906 	-0.0237867795737 	-0.00184331136965 	0.85387919828
0.2 	0.2 	246.779926762 	24.6779926762 	0.244598123257 	0.000722476971003 	0.857469165303
0.2 	0.2 	246.779926762 	36.2223395765 	0.214993588342 	0.000950048599509 	0.852050075782
0.2 	0.2 	246.779926762 	53.167123502 	0.827292179997 	0.005387187105 	0.85558574801
0.2 	0.2 	246.779926762 	78.0386649378 	1.3787528383 	0.0130249688296 	0.855381982287
0.2 	0.2 	246.779926762 	114.545095242 	2.8790533173 	0.0387627537113 	0.854658194544
0.2 	0.2 	246.779926762 	168.129206906 	7.06914611108 	0.13308659671 	0.854626228864
0.2 	0.2 	246.779926762 	246.779926762 	38.7021407411 	1.0 	0.854881161323
0.2 	0.2 	246.779926762 	362.223395765 	3.06928653668 	0.11064265631 	0.854731968323
0.2 	0.2 	246.779926762 	531.67123502 	0.42618802891 	0.0200778099432 	0.854575335719
0.2 	0.2 	246.779926762 	780.386649378 	0.581061803078 	0.0356393362291 	0.854575040778
0.2 	0.2 	246.779926762 	1145.45095242 	-0.0166294536915 	-0.00135224823036 	0.854408584146
0.2 	0.2 	246.779926762 	1681.29206906 	-0.0170597284787 	-0.00181439908927 	0.854133907901
0.2 	0.2 	362.223395765 	24.6779926762 	0.488537296989 	0.00201320852386 	0.857319520647
0.2 	0.2 	362.223395765 	36.2223395765 	0.311378189694 	0.00191967916106 	0.85190137686
0.2 	0.2 	362.223395765 	53.167123502 	-0.116617811884 	-0.00105946881042 	0.855436432046
0.2 	0.2 	362.223395765 	78.0386649378 	0.3525509531 	0.00464656817537 	0.855232701884
0.2 	0.2 	362.223395765 	114.545095242 	0.481048351385 	0.00903594943745 	0.854509040456
0.2 	0.2 	362.223395765 	168.129206906 	0.783540259947 	0.0205801637019 	0.854477080355
0.2 	0.2 	362.223395765 	246.779926762 	3.06928653668 	0.11064265631 	0.854731968323
0.2 	0.2 	362.223395765 	362.223395765 	19.8835851414 	1.0 	0.85458280136
0.2 	0.2 	362.223395765 	531.67123502 	2.34726618757 	0.154275720107 	0.854426196091
0.2 	0.2 	362.223395765 	780.386649378 	1.11452584942 	0.0953712714203 	0.854425901201
0.2 	0.2 	362.223395765 	1145.45095242 	0.110290114327 	0.0125122431069 	0.85425947362
0.2 	0.2 	362.223395765 	1681.29206906 	0.015111508951 	0.00224227401774 	0.853984845311
0.2 	0.2 	531.67123502 	24.6779926762 	-0.138042308318 	-0.00074341818605 	0.857162413865
0.2 	0.2 	531.67123502 	36.2223395765 	0.0837666915488 	0.000674903618571 	0.851745262972
0.2 	0.2 	531.67123502 	53.167123502 	-0.118663740183 	-0.00140887107601 	0.855279670347
0.2 	0.2 	531.67123502 	78.0386649378 	-0.021100440824 	-0.000363439295319 	0.855075977519
0.2 	0.2 	531.67123502 	114.545095242 	-0.0579994143134 	-0.00142376594942 	0.854352448705
0.2 	0.2 	531.67123502 	168.129206906 	0.011673642017 	0.000400704124298 	0.85432049446
0.2 	0.2 	531.67123502 	246.779926762 	0.42618802891 	0.0200778099432 	0.854575335719
0.2 	0.2 	531.67123502 	362.223395765 	2.34726618757 	0.154275720107 	0.854426196091
0.2 	0.2 	531.67123502 	531.67123502 	11.6421938915 	1.0 	0.854269619521
0.2 	0.2 	531.67123502 	780.386649378 	1.96416747983 	0.219652360988 	0.854269324685
0.2 	0.2 	531.67123502 	1145.45095242 	0.41628356792 	0.0617188446885 	0.854102927602
0.2 	0.2 	531.67123502 	1681.29206906 	0.0529154413133 	0.0102610831536 	0.85382834962
0.2 	0.2 	780.386649378 	24.6779926762 	0.0496395105268 	0.000348049204785 	0.857162118031
0.2 	0.2 	780.386649378 	36.2223395765 	-0.0118289485263 	-0.000124081982311 	0.851744969007
0.2 	0.2 	780.386649378 	53.167123502 	-0.125231447476 	-0.00193579252297 	0.855279375162
0.2 	0.2 	780.386649378 	78.0386649378 	0.0655578102618 	0.00147013419573 	0.855075682405
0.2 	0.2 	780.386649378 	114.545095242 	0.17570075869 	0.00561540156011 	0.85435215384
0.2 	0.2 	780.386649378 	168.129206906 	0.295328769893 	0.0131982206635 	0.854320199607
0.2 	0.2 	780.386649378 	246.779926762 	0.581061803078 	0.0356393362291 	0.854575040778
0.2 	0.2 	780.386649378 	362.223395765 	1.11452584942 	0.0953712714203 	0.854425901201
0.2 	0.2 	780.386649378 	531.67123502 	1.96416747983 	0.219652360988 	0.854269324685
0.2 	0.2 	780.386649378 	780.386649378 	6.868318927 	1.0 	0.85426902985
0.2 	0.2 	780.386649378 	1145.45095242 	1.2720686905 	0.245545099176 	0.854102632824
0.2 	0.2 	780.386649378 	1681.29206906 	0.119077844026 	0.0300631119975 	0.853828054937
0.2 	0.2 	1145.45095242 	24.6779926762 	0.05577927431 	0.000518510046312 	0.856995157481
0.2 	0.2 	1145.45095242 	36.2223395765 	0.00837724011635 	0.000116502355211 	0.851579063625
0.2 	0.2 	1145.45095242 	53.167123502 	0.0285946631613 	0.000586005312217 	0.855112781339
0.2 	0.2 	1145.45095242 	78.0386649378 	0.00454506494164 	0.000135127516121 	0.854909128257
0.2 	0.2 	1145.45095242 	114.545095242 	-0.0179868372524 	-0.000762137176784 	0.854185740623
0.2 	0.2 	1145.45095242 	168.129206906 	-0.0417081642939 	-0.00247116568437 	0.854153792614
0.2 	0.2 	1145.45095242 	246.779926762 	-0.0166294536915 	-0.00135224823036 	0.854408584146
0.2 	0.2 	1145.45095242 	362.223395765 	0.110290114327 	0.0125122431069 	0.85425947362
0.2 	0.2 	1145.45095242 	531.67123502 	0.41628356792 	0.0617188446885 	0.854102927602
0.2 	0.2 	1145.45095242 	780.386649378 	1.2720686905 	0.245545099176 	0.854102632824
0.2 	0.2 	1145.45095242 	1145.45095242 	3.90758229058 	1.0 	0.853936268209
0.2 	0.2 	1145.45095242 	1681.29206906 	0.603458078727 	0.201985985628 	0.853661743805
0.2 	0.2 	1681.29206906 	24.6779926762 	-0.0764137121661 	-0.000929047413592 	0.856719649702
0.2 	0.2 	1681.29206906 	36.2223395765 	0.00841061924354 	0.000152983283749 	0.851305297018
0.2 	0.2 	1681.29206906 	53.167123502 	0.043684316328 	0.00117091232138 	0.854837878708
0.2 	0.2 	1681.29206906 	78.0386649378 	0.0762912013138 	0.00296660974601 	0.854634291096
0.2 	0.2 	1681.29206906 	114.545095242 	0.00439646184817 	0.000243648597245 	0.853911136019
0.2 	0.2 	1681.29206906 	168.129206906 	-0.0237867795737 	-0.00184331136965 	0.85387919828
0.2 	0.2 	1681.29206906 	246.779926762 	-0.0170597284787 	-0.00181439908927 	0.854133907901
0.2 	0.2 	1681.29206906 	362.223395765 	0.015111508951 	0.00224227401774 	0.853984845311
0.2 	0.2 	1681.29206906 	531.67123502 	0.0529154413133 	0.0102610831536 	0.85382834962
0.2 	0.2 	1681.29206906 	780.386649378 	0.119077844026 	0.0300631119975 	0.853828054937
0.2 	0.2 	1681.29206906 	1145.45095242 	0.603458078727 	0.201985985628 	0.853661743805
0.2 	0.2 	1681.29206906 	1681.29206906 	2.28424983922 	1.0 	0.853387307655
0.2 	0.35 	24.6779926762 	24.6779926762 	-1.62065071283 	-0.000467567736511 	0.854119281061
0.2 	0.35 	24.6779926762 	36.2223395765 	5.65150574017 	0.00244876266224 	0.854047178409
0.2 	0.35 	24.6779926762 	53.167123502 	-0.29177433782 	-0.000188413130893 	0.85734979158
0.2 	0.35 	24.6779926762 	78.0386649378 	-2.31095453247 	-0.00218573863431 	0.856696744393
0.2 	0.35 	24.6779926762 	114.545095242 	1.87019690396 	0.00256958005873 	0.857045651047
0.2 	0.35 	24.6779926762 	168.129206906 	-3.00394319529 	-0.00582532935321 	0.855876817741
0.2 	0.35 	24.6779926762 	246.779926762 	1.28654068857 	0.00339349639315 	0.85601802162
0.2 	0.35 	24.6779926762 	362.223395765 	0.707364226874 	0.00238253227082 	0.855606240403
0.2 	0.35 	24.6779926762 	531.67123502 	0.212972925502 	0.0009225582036 	0.85549357975
0.2 	0.35 	24.6779926762 	780.386649378 	0.298826510577 	0.00161265724392 	0.855400520633
0.2 	0.35 	24.6779926762 	1145.45095242 	0.333604867383 	0.00227341874993 	0.85522496867
0.2 	0.35 	24.6779926762 	1681.29206906 	0.0777933892863 	0.000680170504258 	0.854958508581
0.2 	0.35 	36.2223395765 	24.6779926762 	-1.17431472678 	-0.000506861196493 	0.848721362356
0.2 	0.35 	36.2223395765 	36.2223395765 	-1.21011562483 	-0.000784438347092 	0.848649715384
0.2 	0.35 	36.2223395765 	53.167123502 	-0.217252912477 	-0.000209883891184 	0.851931456484
0.2 	0.35 	36.2223395765 	78.0386649378 	-0.500745937041 	-0.000708555197012 	0.851282536468
0.2 	0.35 	36.2223395765 	114.545095242 	1.96014902636 	0.0040291490776 	0.851629238079
0.2 	0.35 	36.2223395765 	168.129206906 	-0.465015517486 	-0.00134910465225 	0.850467791642
0.2 	0.35 	36.2223395765 	246.779926762 	1.11820152513 	0.00441258792309 	0.850608103131
0.2 	0.35 	36.2223395765 	362.223395765 	0.0116437295568 	5.86728567818e-05 	0.850198924316
0.2 	0.35 	36.2223395765 	531.67123502 	0.293715641516 	0.00190346931092 	0.850086975663
0.2 	0.35 	36.2223395765 	780.386649378 	-0.12825097228 	-0.0010354593168 	0.849994504667
0.2 	0.35 	36.2223395765 	1145.45095242 	-0.0438425846061 	-0.000446984675022 	0.849820062168
0.2 	0.35 	36.2223395765 	1681.29206906 	-0.0462044320713 	-0.000604377327226 	0.849555286071
0.2 	0.35 	53.167123502 	24.6779926762 	0.168480377219 	0.000107160983284 	0.852243221735
0.2 	0.35 	53.167123502 	36.2223395765 	-3.06754907835 	-0.00293026092483 	0.852171277456
0.2 	0.35 	53.167123502 	53.167123502 	0.995609467914 	0.00141737688064 	0.855466636489
0.2 	0.35 	53.167123502 	78.0386649378 	0.474459167862 	0.000989322583643 	0.85481502371
0.2 	0.35 	53.167123502 	114.545095242 	-0.559856319196 	-0.00169583524238 	0.855163163997
0.2 	0.35 	53.167123502 	168.129206906 	-1.00082847886 	-0.00427878708104 	0.853996898014
0.2 	0.35 	53.167123502 	246.779926762 	0.0748737714859 	0.000435397396673 	0.854137791741
0.2 	0.35 	53.167123502 	362.223395765 	0.554441309574 	0.00411702526381 	0.853726914995
0.2 	0.35 	53.167123502 	531.67123502 	0.00611038213382 	5.83539154714e-05 	0.853614501799
0.2 	0.35 	53.167123502 	780.386649378 	-0.0739816539727 	-0.000880195688495 	0.853521647085
0.2 	0.35 	53.167123502 	1145.45095242 	-0.038127718093 	-0.000572822575075 	0.853346480719
0.2 	0.35 	53.167123502 	1681.29206906 	-0.00684104492625 	-0.000131865078126 	0.853080605905
0.2 	0.35 	78.0386649378 	24.6779926762 	1.30508572647 	0.00120424135266 	0.852040252065
0.2 	0.35 	78.0386649378 	36.2223395765 	0.397134927304 	0.000550351292762 	0.851968324921
0.2 	0.35 	78.0386649378 	53.167123502 	0.358943880454 	0.000741327332944 	0.855262899134
0.2 	0.35 	78.0386649378 	78.0386649378 	0.788020681023 	0.00238376713785 	0.854611441542
0.2 	0.35 	78.0386649378 	114.545095242 	-1.85731033269 	-0.00816166339493 	0.854959498916
0.2 	0.35 	78.0386649378 	168.129206906 	-1.90357166016 	-0.0118063970471 	0.85379351069
0.2 	0.35 	78.0386649378 	246.779926762 	0.305241335795 	0.0025750555167 	0.853934370862
0.2 	0.35 	78.0386649378 	362.223395765 	0.156572605524 	0.00168667288374 	0.85352359197
0.2 	0.35 	78.0386649378 	531.67123502 	0.0470446023486 	0.000651776301507 	0.853411205547
0.2 	0.35 	78.0386649378 	780.386649378 	0.0885099147589 	0.00152768655274 	0.853318372947
0.2 	0.35 	78.0386649378 	1145.45095242 	0.0376579930266 	0.000820774045718 	0.853143248298
0.2 	0.35 	78.0386649378 	1681.29206906 	0.0347319761821 	0.000971234232371 	0.852877436805
0.2 	0.35 	114.545095242 	24.6779926762 	-1.696740822 	-0.00223133432457 	0.851319291953
0.2 	0.35 	114.545095242 	36.2223395765 	-0.673467793779 	-0.00133012782853 	0.851247425669
0.2 	0.35 	114.545095242 	53.167123502 	-2.12836837598 	-0.00626476663237 	0.854539212155
0.2 	0.35 	114.545095242 	78.0386649378 	-1.72489237061 	-0.00743640193569 	0.853888305799
0.2 	0.35 	114.545095242 	114.545095242 	-2.73442845876 	-0.0171251904912 	0.854236068661
0.2 	0.35 	114.545095242 	168.129206906 	-2.06996645864 	-0.0182972618444 	0.853071067045
0.2 	0.35 	114.545095242 	246.779926762 	0.34576492121 	0.00415717993992 	0.853211808027
0.2 	0.35 	114.545095242 	362.223395765 	0.925272358543 	0.0142055912277 	0.852801376718
0.2 	0.35 	114.545095242 	531.67123502 	0.278642700958 	0.00550187951721 	0.852689085391
0.2 	0.35 	114.545095242 	780.386649378 	0.077409371891 	0.00190419104252 	0.852596331343
0.2 	0.35 	114.545095242 	1145.45095242 	0.0343532916334 	0.00106711061831 	0.852421354877
0.2 	0.35 	114.545095242 	1681.29206906 	0.0740121474526 	0.00294966118372 	0.852155768302
0.2 	0.35 	168.129206906 	24.6779926762 	0.0485882150394 	8.93475255994e-05 	0.851287451153
0.2 	0.35 	168.129206906 	36.2223395765 	-1.0865095791 	-0.00300063074302 	0.851215587558
0.2 	0.35 	168.129206906 	53.167123502 	-1.42202930048 	-0.00585287289201 	0.854507250924
0.2 	0.35 	168.129206906 	78.0386649378 	-2.54788103462 	-0.0153596898835 	0.853856368913
0.2 	0.35 	168.129206906 	114.545095242 	-2.6494007209 	-0.0232016538406 	0.854204118769
0.2 	0.35 	168.129206906 	168.129206906 	-2.06075093784 	-0.0254712787212 	0.853039160726
0.2 	0.35 	168.129206906 	246.779926762 	-0.468798534084 	-0.00788145834023 	0.853179896444
0.2 	0.35 	168.129206906 	362.223395765 	1.28469901908 	0.0275799557389 	0.852769480486
0.2 	0.35 	168.129206906 	531.67123502 	0.339473995802 	0.00937286504813 	0.852657193359
0.2 	0.35 	168.129206906 	780.386649378 	0.0680029060708 	0.0023390897936 	0.85256444278
0.2 	0.35 	168.129206906 	1145.45095242 	0.0379589601053 	0.00164876150339 	0.852389472858
0.2 	0.35 	168.129206906 	1681.29206906 	0.0119797364168 	0.000667603857621 	0.852123896217
0.2 	0.35 	246.779926762 	24.6779926762 	-0.509588354161 	-0.00128608220703 	0.851541387664
0.2 	0.35 	246.779926762 	36.2223395765 	0.453140381927 	0.0017175500922 	0.851469502632
0.2 	0.35 	246.779926762 	53.167123502 	0.0197102371282 	0.000111339700189 	0.854762147892
0.2 	0.35 	246.779926762 	78.0386649378 	0.399359303862 	0.00330418806798 	0.854111071725
0.2 	0.35 	246.779926762 	114.545095242 	0.23798791155 	0.00286038071634 	0.854458925313
0.2 	0.35 	246.779926762 	168.129206906 	-0.553595356516 	-0.0093910754858 	0.853293619767
0.2 	0.35 	246.779926762 	246.779926762 	-0.369989717537 	-0.00853704645651 	0.853434397466
0.2 	0.35 	246.779926762 	362.223395765 	1.46947340666 	0.0432963767578 	0.853023859082
0.2 	0.35 	246.779926762 	531.67123502 	0.552658200119 	0.0209420947799 	0.852911538461
0.2 	0.35 	246.779926762 	780.386649378 	0.25149791511 	0.0118727537802 	0.852818760214
0.2 	0.35 	246.779926762 	1145.45095242 	0.0574773178875 	0.00342639696867 	0.852643738099
0.2 	0.35 	246.779926762 	1681.29206906 	-0.0320011748389 	-0.00244757015131 	0.852378082237
0.2 	0.35 	362.223395765 	24.6779926762 	0.562188135883 	0.00197947973065 	0.851392777518
0.2 	0.35 	362.223395765 	36.2223395765 	0.171622520786 	0.000907551062621 	0.851320905031
0.2 	0.35 	362.223395765 	53.167123502 	0.333888066435 	0.00263135378476 	0.854612975662
0.2 	0.35 	362.223395765 	78.0386649378 	0.533698265508 	0.00616051317373 	0.85396201312
0.2 	0.35 	362.223395765 	114.545095242 	0.939539634882 	0.0157544844786 	0.854309806001
0.2 	0.35 	362.223395765 	168.129206906 	1.34570609485 	0.0318488136298 	0.853144703823
0.2 	0.35 	362.223395765 	246.779926762 	1.47643875115 	0.0475284414025 	0.853285456954
0.2 	0.35 	362.223395765 	362.223395765 	0.904896887919 	0.0371970985253 	0.852874990217
0.2 	0.35 	362.223395765 	531.67123502 	1.18057461641 	0.062413292129 	0.852762689197
0.2 	0.35 	362.223395765 	780.386649378 	0.654543984922 	0.0431098047358 	0.852669927142
0.2 	0.35 	362.223395765 	1145.45095242 	0.411503327507 	0.0342243084817 	0.852494935572
0.2 	0.35 	362.223395765 	1681.29206906 	0.0296149068107 	0.00316009212297 	0.852229326072
0.2 	0.35 	531.67123502 	24.6779926762 	0.0559009980809 	0.000257228377017 	0.851236756833
0.2 	0.35 	531.67123502 	36.2223395765 	-0.113503932626 	-0.000784400089876 	0.851164897517
0.2 	0.35 	531.67123502 	53.167123502 	0.0286045122556 	0.000294606839626 	0.854456364864
0.2 	0.35 	531.67123502 	78.0386649378 	0.0806990990047 	0.00121736193484 	0.853805521614
0.2 	0.35 	531.67123502 	114.545095242 	0.312290407499 	0.00684349048956 	0.85415325076
0.2 	0.35 	531.67123502 	168.129206906 	0.386292094649 	0.0119478233627 	0.852988362091
0.2 	0.35 	531.67123502 	246.779926762 	0.681404881497 	0.028666410168 	0.853129089428
0.2 	0.35 	531.67123502 	362.223395765 	1.29294315565 	0.0694575299199 	0.852718697911
0.2 	0.35 	531.67123502 	531.67123502 	1.46972710357 	0.101543069115 	0.852606417471
0.2 	0.35 	531.67123502 	780.386649378 	1.53601523042 	0.132209503496 	0.852513672414
0.2 	0.35 	531.67123502 	1145.45095242 	0.763882612336 	0.0830267212338 	0.852338712912
0.2 	0.35 	531.67123502 	1681.29206906 	0.100980537853 	0.0140817615243 	0.852073152086
